daily_bets,avg_bet_amount,sessions_per_day,time_spent_minutes,lost_money_days,won_money_days,self_exclusion_attempts,account_age_days,risk_level
6,41.744947447192125,8,59.200324617626435,14,9,0,642,2
11,59.013066849984035,7,70.50672407886078,2,12,0,152,1
2,32.51591322622282,4,87.88363933989883,8,7,0,920,0
4,46.04914369041061,6,70.63767401028946,7,0,1,763,1
1,52.66805356861552,1,44.241574245773876,20,15,0,32,2
6,38.69225047060243,1,68.07145606205316,1,24,0,884,0
7,48.058989093048226,4,46.04276592395858,27,11,0,799,4
6,26.013189872897257,2,112.14844933650343,28,2,0,388,4
5,69.61404766843017,2,96.94603103562477,17,22,0,709,2
4,40.5038873263759,9,93.40353957809033,1,26,1,610,0
5,37.889524149776996,6,124.00800839894347,6,29,0,433,1
6,40.16701305714869,8,44.58645994910473,10,19,1,684,1
3,52.96128252511451,1,123.20475676907391,13,5,2,886,1
9,36.539380691850056,5,98.05017279248733,7,16,0,272,1
4,50.356014624467406,9,69.13756194341758,19,21,1,839,2
2,74.9900775970254,6,68.7967407572856,27,11,0,184,4
6,50.77652605972963,8,126.70214797365769,5,6,0,263,1
3,54.59203804269778,7,100.29000919361194,29,26,1,285,4
5,56.488641677935455,8,66.2342453168252,10,18,1,324,1
4,23.93746360710304,4,95.5109463565816,26,22,0,876,4
2,56.184929289650256,5,56.802379329150625,21,1,1,527,2
6,54.479714469997994,9,19.845377331662945,15,18,0,214,2
6,7.310487675621161,4,63.783118845970066,7,23,0,767,1
5,39.18502876832676,5,96.78030934922268,1,13,1,414,0
6,32.51158792836546,4,77.48615508429485,20,26,0,800,3
3,22.313867814645533,3,90.06509502946483,27,2,0,70,4
11,51.19852824408378,6,76.32785128110073,15,14,0,596,3
6,40.04699350681053,6,118.58748119710849,28,22,0,873,4
4,63.105982840559506,8,99.87241903189864,1,6,0,630,0
6,79.14601272570685,1,54.76431681622499,26,20,1,463,4
5,39.73047880112099,3,52.90362252541725,27,19,0,259,4
6,96.7969337200297,1,77.83010598526853,10,2,0,164,1
3,49.984473264041185,9,118.27466843023154,3,9,0,99,0
6,31.00882609212307,5,151.9772468866886,29,14,0,182,4
6,37.94479670758905,8,59.91362916734012,16,26,0,798,2
3,71.1356153455258,7,78.41070183536252,21,25,0,565,3
5,65.33551194800293,2,131.80987374719092,20,16,0,470,3
6,51.565702715940155,2,136.2287087409511,6,22,1,644,1
5,48.09221065219444,2,93.24047192872591,22,1,0,478,3
4,54.32284228841529,8,22.014348098353594,13,10,1,288,1
1,35.34664549701372,6,110.16524406789026,11,11,0,280,1
3,36.738033079549886,1,91.47776804159308,20,22,0,525,2
0,65.00540117987472,1,86.63259265726752,25,17,0,673,3
6,63.43695512338567,1,93.1347082475315,16,23,1,778,2
6,21.431001576848438,1,150.80811655282503,5,3,0,790,1
5,77.86273244836869,5,27.635813734642753,28,8,1,364,4
6,84.72180278048472,4,118.24050402078971,17,24,0,218,2
3,37.07353943195716,2,101.95485535579384,2,26,0,847,0
6,79.88653499927327,9,91.13848450775887,3,19,1,753,0
6,40.353655268251,4,134.34358015618406,1,3,0,572,0
2,22.77024197659276,6,98.43481804482586,17,15,0,867,2
5,67.97159088555641,2,101.06844271233985,7,28,0,872,1
1,45.4157342507453,5,96.18076751691463,29,25,0,410,4
4,77.58870169714473,2,138.82310267115133,2,21,0,904,0
2,47.80917609531272,2,110.19076786772521,12,4,0,500,1
6,43.81510835424109,9,92.51767904052774,22,9,0,889,3
5,25.64875222998035,8,87.65903762122872,19,20,0,704,3
5,42.116125011142145,3,136.93223030715615,10,7,0,94,1
6,88.41238597516241,4,50.34436159733043,15,1,0,523,2
5,77.69563382895849,4,69.65671086887887,25,0,0,348,4
8,48.15995922827445,6,123.33018824444628,1,19,0,647,0
3,72.31557221731252,8,60.197147829009594,29,16,1,282,4
2,48.29714017898157,2,75.16091350888135,26,6,0,796,3
3,40.58955257763534,5,71.11986910992763,25,19,0,818,3
4,33.534341416102244,4,114.72140890180697,9,1,0,523,1
8,23.63276367248155,5,79.89386009196284,7,17,1,773,1
6,73.63519707880516,8,99.14360211135755,7,14,0,481,1
7,21.328532800550988,3,64.34595213430521,2,17,1,881,0
5,52.534097304600884,9,143.27819466024874,27,7,2,894,4
3,51.51479371866027,6,108.80072743867652,19,4,0,703,2
3,66.93366295787371,3,103.4517786504025,24,6,0,273,3
4,37.597916387068615,8,58.40357009270695,29,25,0,779,4
5,59.72090433698046,2,86.65804059171461,23,7,1,468,3
10,61.73803448269888,9,39.99501085652191,23,7,0,764,4
